ID	logFC	FDR	Direction
uc007cnu.3|Slc41a1	0.5	0.05	down
uc008qxy.2|Gstm4	0.5	0.25	down
uc008qxy.2|Gstm4	0.5	0.05	down
uc009qdd.1|Pdcd7	1	0.25	up
uc009qdd.1|Pdcd7	1	0.05	up
uc009qdd.1|Pdcd7	0.5	0.25	up
uc009qdd.1|Pdcd7	0.5	0.05	up
uc008rys.1|4930412C18Rik	1	0.25	up
uc008rys.1|4930412C18Rik	1	0.05	up
uc008rys.1|4930412C18Rik	0.5	0.25	up
uc008rys.1|4930412C18Rik	0.5	0.05	up
uc009pia.1|Rexo2	0.5	0.25	down
uc009pia.1|Rexo2	0.5	0.05	down
uc009pia.1|Rexo2	1	0.05	down
uc009pia.1|Rexo2	1	0.25	down
uc033irv.1|Hoxa9	0.5	0.05	up
uc033irv.1|Hoxa9	0.5	0.25	up
uc007ria.1|Mblac2	1	0.05	down
uc007ria.1|Mblac2	1	0.25	down
uc007ria.1|Mblac2	0.5	0.25	down
uc007ria.1|Mblac2	0.5	0.05	down
uc009neb.1|Gfod2	1	0.05	up
uc009neb.1|Gfod2	1	0.25	up
uc009neb.1|Gfod2	0.5	0.25	up
uc009neb.1|Gfod2	0.5	0.05	up
uc008uaz.1|Coa7	0.5	0.05	down
uc008uaz.1|Coa7	0.5	0.25	down
uc008uaz.1|Coa7	1	0.05	down
uc008uaz.1|Coa7	1	0.25	down
uc008uat.3|Echdc2	0.5	0.05	up
uc008uat.3|Echdc2	0.5	0.25	up
uc009lzg.2|Slc25a42	1	0.25	down
uc009lzg.2|Slc25a42	1	0.05	down
uc009lzg.2|Slc25a42	0.5	0.25	down
uc009lzg.2|Slc25a42	0.5	0.05	down
uc008ceq.1|Hspa1l	1	0.05	down
uc008ceq.1|Hspa1l	1	0.25	down
uc008ceq.1|Hspa1l	0.5	0.05	down
uc008ceq.1|Hspa1l	0.5	0.25	down
uc008uor.1|Trit1	1	0.25	up
uc008uor.1|Trit1	1	0.05	up
uc008uor.1|Trit1	0.5	0.05	up
uc008uor.1|Trit1	0.5	0.25	up
uc007gao.2|Kiss1r	1	0.25	up
uc007gao.2|Kiss1r	1	0.05	up
uc007gao.2|Kiss1r	0.5	0.05	up
uc007gao.2|Kiss1r	0.5	0.25	up
uc008fcy.2|Adrb2	0.5	0.05	up
uc008fcy.2|Adrb2	0.5	0.25	up
uc008fcy.2|Adrb2	1	0.05	up
uc008fcy.2|Adrb2	1	0.25	up
uc009mjv.2|Tbc1d9	1	0.05	down
uc009mjv.2|Tbc1d9	1	0.25	down
uc009mjv.2|Tbc1d9	0.5	0.25	down
uc009mjv.2|Tbc1d9	0.5	0.05	down
uc007fzn.1|Hcn2	0.5	0.25	down
uc007fzn.1|Hcn2	0.5	0.05	down
uc007fzn.1|Hcn2	1	0.25	down
uc007fzn.1|Hcn2	1	0.05	down
uc007ohc.1|Jdp2	0.5	0.05	up
uc007ohc.1|Jdp2	0.5	0.25	up
uc009qoz.2|Polr2m	0.5	0.05	down
uc009qoz.2|Polr2m	0.5	0.25	down
uc009qwr.2|Bckdhb	0.5	0.05	down
uc009qwr.2|Bckdhb	0.5	0.25	down
uc009qwr.2|Bckdhb	1	0.05	down
uc009qwr.2|Bckdhb	1	0.25	down
uc007zej.1|Fstl1	0.5	0.05	up
uc007zej.1|Fstl1	0.5	0.25	up
uc007uoj.2|Hr	1	0.25	down
uc007uoj.2|Hr	1	0.05	down
uc007uoj.2|Hr	0.5	0.05	down
uc007uoj.2|Hr	0.5	0.25	down
uc007wyw.2|Naga	1	0.25	up
uc007wyw.2|Naga	1	0.05	up
uc007wyw.2|Naga	0.5	0.25	up
uc007wyw.2|Naga	0.5	0.05	up
uc009css.1|Aak1	0.5	0.05	down
uc009css.1|Aak1	0.5	0.25	down
uc009pjv.2|Sdhd	1	0.25	down
uc009pjv.2|Sdhd	1	0.05	down
uc009pjv.2|Sdhd	0.5	0.05	down
uc009pjv.2|Sdhd	0.5	0.25	down
uc012aeh.1|Acap2	0.5	0.25	up
uc012aeh.1|Acap2	0.5	0.05	up
uc007sfo.2|3830406C13Rik	0.5	0.05	down
uc007sfo.2|3830406C13Rik	0.5	0.25	down
uc007ldn.2|Osbpl7	0.5	0.05	up
uc007ldn.2|Osbpl7	0.5	0.25	up
uc008req.2|Bcar3	1	0.05	up
uc008req.2|Bcar3	1	0.25	up
uc008req.2|Bcar3	0.5	0.05	up
uc008req.2|Bcar3	0.5	0.25	up
uc009lxc.1|Zfp930	0.5	0.05	down
uc009lxc.1|Zfp930	0.5	0.25	down
uc009lxc.1|Zfp930	1	0.25	down
uc009lxc.1|Zfp930	1	0.05	down
uc007lnc.2|Coasy	0.5	0.05	down
uc007lnc.2|Coasy	0.5	0.25	down
uc007lnc.2|Coasy	1	0.25	down
uc007lnc.2|Coasy	1	0.05	down
uc012gzh.1|Amotl2	1	0.05	up
uc012gzh.1|Amotl2	1	0.25	up
uc012gzh.1|Amotl2	0.5	0.25	up
uc012gzh.1|Amotl2	0.5	0.05	up
uc029rxy.2|Meg3	1	0.05	up
uc029rxy.2|Meg3	1	0.25	up
uc029rxy.2|Meg3	0.5	0.05	up
uc029rxy.2|Meg3	0.5	0.25	up
uc008bck.1|Fam195a	0.5	0.25	down
uc008bck.1|Fam195a	0.5	0.05	down
uc008bck.1|Fam195a	1	0.25	down
uc008bck.1|Fam195a	1	0.05	down
uc008jbm.2|D2Wsu81e	0.5	0.05	down
uc008jbm.2|D2Wsu81e	0.5	0.25	down
uc008jbm.2|D2Wsu81e	1	0.05	down
uc008jbm.2|D2Wsu81e	1	0.25	down
uc009bza.2|Jazf1	0.5	0.25	down
uc009bza.2|Jazf1	0.5	0.05	down
uc009bza.2|Jazf1	1	0.25	down
uc009bza.2|Jazf1	1	0.05	down
uc009cdi.1|Fam13a	0.5	0.05	up
uc009cdi.1|Fam13a	0.5	0.25	up
uc007evx.2|Fyn	0.5	0.05	up
uc007evx.2|Fyn	0.5	0.25	up
uc007rfy.1|Rhobtb3	1	0.05	up
uc007rfy.1|Rhobtb3	1	0.25	up
uc007rfy.1|Rhobtb3	0.5	0.05	up
uc007rfy.1|Rhobtb3	0.5	0.25	up
uc007qcj.1|Lyrm4	0.5	0.25	down
uc007qcj.1|Lyrm4	0.5	0.05	down
uc007qcj.1|Lyrm4	1	0.05	down
uc007qcj.1|Lyrm4	1	0.25	down
uc009upu.1|Hsd17b10	1	0.25	down
uc009upu.1|Hsd17b10	1	0.05	down
uc009upu.1|Hsd17b10	0.5	0.05	down
uc009upu.1|Hsd17b10	0.5	0.25	down
uc007ktl.1|AK040752	0.5	0.05	up
uc007ktl.1|AK040752	0.5	0.25	up
uc007ktl.1|AK040752	1	0.05	up
uc007ktl.1|AK040752	1	0.25	up
uc033fyh.1|Gm12338	1	0.25	down
uc033fyh.1|Gm12338	1	0.05	down
uc033fyh.1|Gm12338	0.5	0.25	down
uc033fyh.1|Gm12338	0.5	0.05	down
uc007mwm.1|Kif3c	0.5	0.25	up
uc007mwm.1|Kif3c	0.5	0.05	up
uc008zue.1|Kctd7	1	0.05	up
uc008zue.1|Kctd7	1	0.25	up
uc008zue.1|Kctd7	0.5	0.25	up
uc008zue.1|Kctd7	0.5	0.05	up
uc008sjn.2|Galt	0.5	0.25	down
uc008sjn.2|Galt	0.5	0.05	down
uc008sjn.2|Galt	1	0.25	down
uc008sjn.2|Galt	1	0.05	down
uc009mkx.2|Pkn1	1	0.05	down
uc009mkx.2|Pkn1	1	0.25	down
uc009mkx.2|Pkn1	0.5	0.05	down
uc009mkx.2|Pkn1	0.5	0.25	down
uc009chi.2|Immt	1	0.05	down
uc009chi.2|Immt	1	0.25	down
uc009chi.2|Immt	0.5	0.05	down
uc009chi.2|Immt	0.5	0.25	down
uc008zsv.1|Sfswap	0.5	0.05	up
uc008zsv.1|Sfswap	0.5	0.25	up
uc009dra.2|C1ra	1	0.05	up
uc009dra.2|C1ra	1	0.25	up
uc009dra.2|C1ra	0.5	0.05	up
uc009dra.2|C1ra	0.5	0.25	up
uc007iuh.1|0610009B22Rik	0.5	0.25	down
uc007iuh.1|0610009B22Rik	0.5	0.05	down
uc007iuh.1|0610009B22Rik	1	0.25	down
uc007iuh.1|0610009B22Rik	1	0.05	down
uc009psj.1|Tmem266	1	0.25	down
uc009psj.1|Tmem266	1	0.05	down
uc009psj.1|Tmem266	0.5	0.25	down
uc009psj.1|Tmem266	0.5	0.05	down
uc008vpa.2|Plekhm2	0.5	0.05	down
uc008vpa.2|Plekhm2	0.5	0.25	down
uc008gni.2|Bscl2	1	0.05	down
uc008gni.2|Bscl2	1	0.25	down
uc008gni.2|Bscl2	0.5	0.25	down
uc008gni.2|Bscl2	0.5	0.05	down
uc007nfi.2|Rsad2	0.5	0.25	up
uc007nfi.2|Rsad2	0.5	0.05	up
uc007nfi.2|Rsad2	1	0.05	up
uc007nfi.2|Rsad2	1	0.25	up
uc008aeh.1|AK138253	0.5	0.25	up
uc008aeh.1|AK138253	0.5	0.05	up
uc008pva.2|Pmf1	1	0.05	down
uc008pva.2|Pmf1	1	0.25	down
uc008pva.2|Pmf1	0.5	0.05	down
uc008pva.2|Pmf1	0.5	0.25	down
uc007ydp.1|Tvp23a	1	0.25	down
uc007ydp.1|Tvp23a	1	0.05	down
uc007ydp.1|Tvp23a	0.5	0.25	down
uc007ydp.1|Tvp23a	0.5	0.05	down
uc012fpg.1|Usp35	0.5	0.05	up
uc012fpg.1|Usp35	0.5	0.25	up
uc012fpg.1|Usp35	1	0.25	up
uc012fpg.1|Usp35	1	0.05	up
uc007qfo.2|Phactr1	0.5	0.05	up
uc007qfo.2|Phactr1	0.5	0.25	up
uc007qfo.2|Phactr1	1	0.05	up
uc007qfo.2|Phactr1	1	0.25	up
uc007hbv.2|Ptprb	0.5	0.05	up
uc007hbv.2|Ptprb	0.5	0.25	up
uc007hbv.2|Ptprb	1	0.05	up
uc007hbv.2|Ptprb	1	0.25	up
uc008xkl.1|Sod3	0.5	0.05	down
uc008xkl.1|Sod3	0.5	0.25	down
uc008xkl.1|Sod3	1	0.25	down
uc008xkl.1|Sod3	1	0.05	down
uc007mkl.2|Acox1	0.5	0.05	down
uc007mkl.2|Acox1	0.5	0.25	down
uc008ugn.2|Mast2	0.5	0.25	down
uc008ugn.2|Mast2	0.5	0.05	down
uc007rbf.2|Zfp729b	0.5	0.05	down
uc007rbf.2|Zfp729b	0.5	0.25	down
uc009lgz.1|Lsm1	0.5	0.25	down
uc009lgz.1|Lsm1	0.5	0.05	down
uc009lgz.1|Lsm1	1	0.05	down
uc009lgz.1|Lsm1	1	0.25	down
uc011ypj.1|Angel1	0.5	0.25	up
uc011ypj.1|Angel1	0.5	0.05	up
uc008dno.2|Xdh	0.5	0.25	up
uc008dno.2|Xdh	0.5	0.05	up
uc008dno.2|Xdh	1	0.25	up
uc008dno.2|Xdh	1	0.05	up
uc009ptk.1|Odf3l1	0.5	0.05	down
uc009ptk.1|Odf3l1	0.5	0.25	down
uc009ptk.1|Odf3l1	1	0.25	down
uc009ptk.1|Odf3l1	1	0.05	down
uc012gec.1|Mfap3l	0.5	0.25	down
uc012gec.1|Mfap3l	0.5	0.05	down
uc012gec.1|Mfap3l	1	0.05	down
uc012gec.1|Mfap3l	1	0.25	down
uc009uhz.2|Arxes2	0.5	0.25	up
uc009uhz.2|Arxes2	0.5	0.05	up
uc009gup.2|Trpm4	0.5	0.25	down
uc009gup.2|Trpm4	0.5	0.05	down
uc009dhc.3|Irak2	0.5	0.05	down
uc009dhc.3|Irak2	0.5	0.25	down
uc007nbq.1|Trib2	0.5	0.25	up
uc007yxy.2|0610012G03Rik	0.5	0.05	down
uc007yxy.2|0610012G03Rik	0.5	0.25	down
uc007yxy.2|0610012G03Rik	1	0.25	down
uc007yxy.2|0610012G03Rik	1	0.05	down
uc007ciz.1|Ptpn4	1	0.25	down
uc007ciz.1|Ptpn4	1	0.05	down
uc007ciz.1|Ptpn4	0.5	0.05	down
uc007ciz.1|Ptpn4	0.5	0.25	down
uc008yua.2|2900026A02Rik	0.5	0.25	up
uc008yua.2|2900026A02Rik	0.5	0.05	up
uc008yua.2|2900026A02Rik	1	0.05	up
uc008yua.2|2900026A02Rik	1	0.25	up
uc007elv.1|Txlnb	1	0.05	down
uc007elv.1|Txlnb	1	0.25	down
uc007elv.1|Txlnb	0.5	0.05	down
uc007elv.1|Txlnb	0.5	0.25	down
uc009uit.1|Tceal1	0.5	0.25	up
uc009uit.1|Tceal1	0.5	0.05	up
uc008kix.2|Tmx2	0.5	0.25	down
uc008kix.2|Tmx2	0.5	0.05	down
uc008kix.2|Tmx2	1	0.05	down
uc008kix.2|Tmx2	1	0.25	down
uc008nwa.2|Snx21	0.5	0.25	down
uc008nwa.2|Snx21	0.5	0.05	down
uc009enc.2|Eps8	0.5	0.25	up
uc008aqi.1|Ppp2r1a	0.5	0.25	down
uc008aqi.1|Ppp2r1a	0.5	0.05	down
uc007def.1|Mrps14	0.5	0.05	down
uc007def.1|Mrps14	0.5	0.25	down
uc007def.1|Mrps14	1	0.05	down
uc007def.1|Mrps14	1	0.25	down
uc011xpp.1|Mars	0.5	0.25	down
uc011xpp.1|Mars	0.5	0.05	down
uc009edr.1|Fkbp4	0.5	0.05	down
uc009edr.1|Fkbp4	0.5	0.25	down
uc009edr.1|Fkbp4	1	0.25	down
uc009edr.1|Fkbp4	1	0.05	down
uc009qon.1|Fam63b	0.5	0.05	down
uc009qon.1|Fam63b	0.5	0.25	down
uc009qon.1|Fam63b	1	0.05	down
uc009qon.1|Fam63b	1	0.25	down
uc007kxt.2|Nme2	1	0.05	down
uc007kxt.2|Nme2	1	0.25	down
uc007kxt.2|Nme2	0.5	0.05	down
uc007kxt.2|Nme2	0.5	0.25	down
uc029wwq.1|Gm20735	0.5	0.25	up
uc029wwq.1|Gm20735	0.5	0.05	up
uc007tbc.1|Ldb3	1	0.05	up
uc007tbc.1|Ldb3	1	0.25	up
uc007tbc.1|Ldb3	0.5	0.05	up
uc007tbc.1|Ldb3	0.5	0.25	up
uc008ivl.2|Notch1	1	0.25	up
uc008ivl.2|Notch1	1	0.05	up
uc008ivl.2|Notch1	0.5	0.05	up
uc008ivl.2|Notch1	0.5	0.25	up
uc029qwt.1|Gm20300	1	0.25	down
uc029qwt.1|Gm20300	1	0.05	down
uc029qwt.1|Gm20300	0.5	0.05	down
uc029qwt.1|Gm20300	0.5	0.25	down
uc007mwj.2|Rab10os	0.5	0.25	up
uc007mwj.2|Rab10os	0.5	0.05	up
uc007qjl.1|Ecm2	1	0.05	up
uc007qjl.1|Ecm2	1	0.25	up
uc007qjl.1|Ecm2	0.5	0.05	up
uc007qjl.1|Ecm2	0.5	0.25	up
uc012byp.1|Tnks1bp1	1	0.05	up
uc012byp.1|Tnks1bp1	1	0.25	up
uc012byp.1|Tnks1bp1	0.5	0.25	up
uc012byp.1|Tnks1bp1	0.5	0.05	up
uc008wcz.1|Ski	0.5	0.25	up
uc008wcz.1|Ski	0.5	0.05	up
uc008xej.1|Afap1	0.5	0.25	up
uc008xej.1|Afap1	0.5	0.05	up
uc007fee.1|Ddit4	0.5	0.05	up
uc007fee.1|Ddit4	0.5	0.25	up
uc007fee.1|Ddit4	1	0.25	up
uc007fee.1|Ddit4	1	0.05	up
uc009nlm.2|Ddx19b	0.5	0.05	up
uc009nlm.2|Ddx19b	0.5	0.25	up
uc007kfz.1|Gosr1	0.5	0.05	down
uc007kfz.1|Gosr1	0.5	0.25	down
uc008qrj.2|Atp1a1	1	0.25	down
uc008qrj.2|Atp1a1	1	0.05	down
uc008qrj.2|Atp1a1	0.5	0.05	down
uc008qrj.2|Atp1a1	0.5	0.25	down
uc007ajg.2|Terf1	0.5	0.05	up
uc007ajg.2|Terf1	0.5	0.25	up
uc007ajg.2|Terf1	1	0.05	up
uc007ajg.2|Terf1	1	0.25	up
uc007jgu.2|Natd1	0.5	0.05	down
uc007jgu.2|Natd1	0.5	0.25	down
uc007jgu.2|Natd1	1	0.05	down
uc007jgu.2|Natd1	1	0.25	down
uc009lkk.2|Rbpms	0.5	0.25	down
uc009lkk.2|Rbpms	0.5	0.05	down
uc009dij.1|Tamm41	0.5	0.05	down
uc009dij.1|Tamm41	0.5	0.25	down
uc009dij.1|Tamm41	1	0.25	down
uc009dij.1|Tamm41	1	0.05	down
uc009hdm.2|Cyfip1	0.5	0.05	down
uc009hdm.2|Cyfip1	0.5	0.25	down
uc009chr.1|Ptcd3	0.5	0.25	down
uc009chr.1|Ptcd3	0.5	0.05	down
uc009chr.1|Ptcd3	1	0.05	down
uc009chr.1|Ptcd3	1	0.25	down
uc008swu.1|Abca1	0.5	0.25	up
uc008swu.1|Abca1	0.5	0.05	up
uc012bgq.1|Peli3	0.5	0.05	up
uc012bgq.1|Peli3	0.5	0.25	up
uc012bgq.1|Peli3	1	0.25	up
uc012bgq.1|Peli3	1	0.05	up
uc009bao.1|Lsm8	0.5	0.25	up
uc009bao.1|Lsm8	0.5	0.05	up
uc008aqn.2|Zfp160	0.5	0.05	up
uc008aqn.2|Zfp160	0.5	0.25	up
uc009tml.2|Abcd1	1	0.25	down
uc009tml.2|Abcd1	1	0.05	down
uc009tml.2|Abcd1	0.5	0.25	down
uc009tml.2|Abcd1	0.5	0.05	down
uc007pcg.3|Tecpr2	0.5	0.25	down
uc007pcg.3|Tecpr2	0.5	0.05	down
uc007pcg.3|Tecpr2	1	0.25	down
uc007pcg.3|Tecpr2	1	0.05	down
uc007peb.2|Zfyve21	0.5	0.25	down
uc007peb.2|Zfyve21	0.5	0.05	down
uc008zjc.1|Naa25	0.5	0.05	down
uc008zjc.1|Naa25	0.5	0.25	down
uc008sjk.2|Sigmar1	0.5	0.25	down
uc008sjk.2|Sigmar1	0.5	0.05	down
uc009rgf.1|Rab6b	0.5	0.25	down
uc009rgf.1|Rab6b	0.5	0.05	down
uc009hwy.2|Klhl25	1	0.05	down
uc009hwy.2|Klhl25	1	0.25	down
uc009hwy.2|Klhl25	0.5	0.25	down
uc009hwy.2|Klhl25	0.5	0.05	down
uc009ghh.2|Usf2	0.5	0.05	up
uc009ghh.2|Usf2	0.5	0.25	up
uc009bli.2|Kdm7a	0.5	0.05	up
uc009bli.2|Kdm7a	0.5	0.25	up
uc009nst.2|Mvd	0.5	0.05	down
uc009nst.2|Mvd	0.5	0.25	down
uc009nst.2|Mvd	1	0.25	down
uc009nst.2|Mvd	1	0.05	down
uc009cae.2|Znrf2	1	0.25	up
uc009cae.2|Znrf2	1	0.05	up
uc009cae.2|Znrf2	0.5	0.05	up
uc009cae.2|Znrf2	0.5	0.25	up
uc009tbu.1|Apln	0.5	0.05	down
uc009tbu.1|Apln	0.5	0.25	down
uc009tbu.1|Apln	1	0.25	down
uc009tbu.1|Apln	1	0.05	down
uc008ybv.2|Btc	1	0.05	up
uc008ybv.2|Btc	1	0.25	up
uc008ybv.2|Btc	0.5	0.05	up
uc008ybv.2|Btc	0.5	0.25	up
uc057asw.1|Nxt2	0.5	0.05	down
uc057asw.1|Nxt2	0.5	0.25	down
uc009ill.2|Serpinh1	1	0.05	down
uc009ill.2|Serpinh1	1	0.25	down
uc009ill.2|Serpinh1	0.5	0.25	down
uc009ill.2|Serpinh1	0.5	0.05	down
uc008kii.3|Calcrl	0.5	0.25	up
uc007uxy.2|Spry2	0.5	0.05	up
uc007uxy.2|Spry2	0.5	0.25	up
uc009mwm.1|Cpne2	0.5	0.05	up
uc009mwm.1|Cpne2	0.5	0.25	up
uc007oeb.1|Acot1	0.5	0.25	down
uc007oeb.1|Acot1	0.5	0.05	down
uc007oeb.1|Acot1	1	0.25	down
uc007oeb.1|Acot1	1	0.05	down
uc008xsw.2|Ociad2	0.5	0.05	down
uc008xsw.2|Ociad2	0.5	0.25	down
uc008xsw.2|Ociad2	1	0.05	down
uc008xsw.2|Ociad2	1	0.25	down
uc008jdj.2|Fnbp1	0.5	0.25	down
uc008jdj.2|Fnbp1	0.5	0.05	down
uc008jrh.1|Fmnl2	1	0.05	up
uc008jrh.1|Fmnl2	1	0.25	up
uc008jrh.1|Fmnl2	0.5	0.05	up
uc008jrh.1|Fmnl2	0.5	0.25	up
uc057bwo.1|BC038063	0.5	0.25	down
uc057bwo.1|BC038063	0.5	0.05	down
uc007pof.1|Rala	0.5	0.05	down
uc007pof.1|Rala	0.5	0.25	down
uc009pmf.1|Npat	0.5	0.05	down
uc009pmf.1|Npat	0.5	0.25	down
uc008izr.2|Med27	0.5	0.05	down
uc008izr.2|Med27	0.5	0.25	down
uc008ewh.1|Eno1b	1	0.25	down
uc008ewh.1|Eno1b	1	0.05	down
uc008ewh.1|Eno1b	0.5	0.05	down
uc008ewh.1|Eno1b	0.5	0.25	down
uc012exq.1|Vmn2r29	1	0.25	up
uc012exq.1|Vmn2r29	1	0.05	up
uc012exq.1|Vmn2r29	0.5	0.05	up
uc012exq.1|Vmn2r29	0.5	0.25	up
uc007egi.1|Mtrf1l	0.5	0.25	down
uc007egi.1|Mtrf1l	0.5	0.05	down
uc007uaf.3|Tinf2	0.5	0.25	up
uc007uaf.3|Tinf2	0.5	0.05	up
uc008xsn.1|Fryl	0.5	0.05	up
uc008xsn.1|Fryl	0.5	0.25	up
uc009opy.2|Acad8	0.5	0.05	down
uc009opy.2|Acad8	0.5	0.25	down
uc008xkq.2|Pi4k2b	0.5	0.05	down
uc008xkq.2|Pi4k2b	0.5	0.25	down
uc007ptv.3|Hist1h4h	0.5	0.25	down
uc007ptv.3|Hist1h4h	0.5	0.05	down
uc007ptv.3|Hist1h4h	1	0.05	down
uc007ptv.3|Hist1h4h	1	0.25	down
uc007kmd.1|Psmd11	0.5	0.05	down
uc007kmd.1|Psmd11	0.5	0.25	down
uc007wvz.2|Adsl	0.5	0.25	down
uc007wvz.2|Adsl	0.5	0.05	down
uc008duj.2|Epas1	0.5	0.05	down
uc008duj.2|Epas1	0.5	0.25	down
uc008duj.2|Epas1	1	0.05	down
uc008duj.2|Epas1	1	0.25	down
uc008wvs.2|Slc35f6	0.5	0.25	down
uc008wvs.2|Slc35f6	0.5	0.05	down
uc008wvs.2|Slc35f6	1	0.05	down
uc008wvs.2|Slc35f6	1	0.25	down
uc007tii.2|Fbxo34	0.5	0.05	down
uc007tii.2|Fbxo34	0.5	0.25	down
uc007foy.2|Zwint	0.5	0.05	down
uc007foy.2|Zwint	0.5	0.25	down
uc009gnh.1|Ctu1	0.5	0.05	up
uc009gnh.1|Ctu1	0.5	0.25	up
uc009gnh.1|Ctu1	1	0.05	up
uc009gnh.1|Ctu1	1	0.25	up
uc008dpz.1|Rmdn2	0.5	0.25	down
uc008dpz.1|Rmdn2	0.5	0.05	down
uc009kbq.2|Bub3	0.5	0.25	up
uc009kbq.2|Bub3	0.5	0.05	up
uc056zgy.1|AB904934	0.5	0.25	down
uc056zgy.1|AB904934	0.5	0.05	down
uc007rcx.2|Ice1	1	0.05	up
uc007rcx.2|Ice1	1	0.25	up
uc007rcx.2|Ice1	0.5	0.25	up
uc007rcx.2|Ice1	0.5	0.05	up
uc009fnk.2|Bcl3	0.5	0.05	down
uc009fnk.2|Bcl3	0.5	0.25	down
uc009fnk.2|Bcl3	1	0.25	down
uc009fnk.2|Bcl3	1	0.05	down
uc007odz.2|2410016O06Rik	0.5	0.25	up
uc007odz.2|2410016O06Rik	0.5	0.05	up
uc007qdu.1|Bloc1s5	0.5	0.25	down
uc007qdu.1|Bloc1s5	0.5	0.05	down
uc007imp.1|Slu7	0.5	0.25	up
uc007imp.1|Slu7	0.5	0.05	up
uc007shc.1|Top2b	0.5	0.05	up
uc007shc.1|Top2b	0.5	0.25	up
uc007zsn.2|Cxadr	0.5	0.25	down
uc007zsn.2|Cxadr	0.5	0.05	down
uc007zsn.2|Cxadr	1	0.05	down
uc007zsn.2|Cxadr	1	0.25	down
uc009fbx.1|Peg3	1	0.05	up
uc009fbx.1|Peg3	1	0.25	up
uc009fbx.1|Peg3	0.5	0.05	up
uc009fbx.1|Peg3	0.5	0.25	up
uc029swe.1|2310015D24Rik	0.5	0.25	up
uc008swt.1|Nipsnap3b	0.5	0.05	down
uc008swt.1|Nipsnap3b	0.5	0.25	down
uc007cos.1|Tmcc2	0.5	0.05	up
uc007cos.1|Tmcc2	0.5	0.25	up
uc007cos.1|Tmcc2	1	0.25	up
uc007cos.1|Tmcc2	1	0.05	up
uc007rfd.2|Ccdc127	0.5	0.25	down
uc007rfd.2|Ccdc127	0.5	0.05	down
uc007dho.2|Kifap3	0.5	0.25	up
uc007dho.2|Kifap3	0.5	0.05	up
uc007dho.2|Kifap3	1	0.25	up
uc007dho.2|Kifap3	1	0.05	up
uc009jfn.2|Ampd3	0.5	0.05	down
uc009jfn.2|Ampd3	0.5	0.25	down
uc009jfn.2|Ampd3	1	0.25	down
uc009jfn.2|Ampd3	1	0.05	down
uc007msu.1|Ccdc137	0.5	0.25	up
uc007msu.1|Ccdc137	0.5	0.05	up
uc009sdm.2|Sec22c	0.5	0.05	up
uc009sdm.2|Sec22c	0.5	0.25	up
uc009sdm.2|Sec22c	1	0.25	up
uc009sdm.2|Sec22c	1	0.05	up
uc007fzw.2|Palm	1	0.05	up
uc007fzw.2|Palm	1	0.25	up
uc007fzw.2|Palm	0.5	0.25	up
uc007fzw.2|Palm	0.5	0.05	up
uc007jew.2|Flcn	0.5	0.25	down
uc007jew.2|Flcn	0.5	0.05	down
uc007jew.2|Flcn	1	0.05	down
uc007jew.2|Flcn	1	0.25	down
uc029wof.1|4930413G21Rik	0.5	0.05	up
uc029wof.1|4930413G21Rik	0.5	0.25	up
uc029wof.1|4930413G21Rik	1	0.05	up
uc029wof.1|4930413G21Rik	1	0.25	up
uc007yom.2|Cdc45	0.5	0.05	down
uc007yom.2|Cdc45	0.5	0.25	down
uc007fyx.2|Mier2	0.5	0.25	up
uc007fyx.2|Mier2	0.5	0.05	up
uc007xhs.3|Kif21a	0.5	0.25	up
uc007xhs.3|Kif21a	0.5	0.05	up
uc007fke.2|Sirt1	0.5	0.05	up
uc007fke.2|Sirt1	0.5	0.25	up
uc009pxg.1|Nptn	0.5	0.05	down
uc009pxg.1|Nptn	0.5	0.25	down
uc007jdi.2|Mrpl55	1	0.25	down
uc007jdi.2|Mrpl55	1	0.05	down
uc007jdi.2|Mrpl55	0.5	0.05	down
uc007jdi.2|Mrpl55	0.5	0.25	down
uc009fpv.2|Irgq	0.5	0.25	up
uc009fpv.2|Irgq	0.5	0.05	up
uc008otm.1|Tnfsf10	1	0.05	up
uc008otm.1|Tnfsf10	1	0.25	up
uc008otm.1|Tnfsf10	0.5	0.05	up
uc008otm.1|Tnfsf10	0.5	0.25	up
uc009syg.2|Nkap	0.5	0.05	up
uc009syg.2|Nkap	0.5	0.25	up
uc009bqa.2|Ephb6	0.5	0.25	up
uc008rfm.1|BC096391	1	0.25	up
uc008rfm.1|BC096391	1	0.05	up
uc008rfm.1|BC096391	0.5	0.25	up
uc008rfm.1|BC096391	0.5	0.05	up
uc033ikv.2|Gbp11	1	0.05	up
uc033ikv.2|Gbp11	1	0.25	up
uc033ikv.2|Gbp11	0.5	0.25	up
uc033ikv.2|Gbp11	0.5	0.05	up
uc012amc.1|Pdpk1	0.5	0.05	down
uc012amc.1|Pdpk1	0.5	0.25	down
uc007cxd.1|Trove2	0.5	0.05	up
uc007cxd.1|Trove2	0.5	0.25	up
uc007ozj.2|Setd3	0.5	0.05	up
uc007ozj.2|Setd3	0.5	0.25	up
uc007eki.2|Sf3b5	0.5	0.25	up
uc007eki.2|Sf3b5	0.5	0.05	up
uc007ddm.2|Sec16b	0.5	0.25	up
uc007ddm.2|Sec16b	0.5	0.05	up
uc007ddm.2|Sec16b	1	0.25	up
uc007ddm.2|Sec16b	1	0.05	up
